Date,Close,Volume
10/3/22 16:00,66.11,83841632
10/4/22 16:00,67.9,77160479
10/5/22 16:00,67.94,87127384
10/6/22 16:00,67.85,98325917
10/7/22 16:00,58.44,163786265
10/10/22 16:00,57.81,112241785
10/11/22 16:00,57.63,114054838
10/12/22 16:00,57.85,89264184
10/13/22 16:00,58.94,131159784
10/14/22 16:00,55.94,96959299
10/17/22 16:00,57.96,76977604
10/18/22 16:00,57.92,103064529
10/19/22 16:00,57.23,75704837
10/20/22 16:00,57.77,79552604
10/21/22 16:00,58.82,95366369
10/24/22 16:00,58.7,76305381
10/25/22 16:00,61.47,85501881
10/26/22 16:00,59.73,79915891
10/27/22 16:00,58.6,83871440
10/28/22 16:00,62.01,78198605
10/31/22 16:00,60.06,73274137
11/1/22 16:00,59.66,83806667
11/2/22 16:00,58.63,142669440
11/3/22 16:00,60.11,95279891
11/4/22 16:00,62.19,84791349
11/7/22 16:00,63.08,62722498
11/8/22 16:00,63.85,75938045
11/9/22 16:00,59.92,62940338
11/10/22 16:00,68.47,107996331
11/11/22 16:00,72.37,111709462
11/14/22 16:00,73.53,108892750
11/15/22 16:00,76.37,108946318
11/16/22 16:00,72.7,79967998
11/17/22 16:00,73.9,82320829
11/18/22 16:00,73.57,73223214
11/21/22 16:00,72.46,51536349
11/22/22 16:00,75.25,55450160
11/23/22 16:00,76.4,81623628
11/25/22 13:05,75.14,26018911
11/28/22 16:00,73.19,45448323
11/29/22 16:00,73.39,51846449
11/30/22 16:00,77.63,88468439
12/1/22 16:00,77.48,59833354
12/2/22 16:00,74.98,64377175
12/5/22 16:00,73.62,47022185
12/6/22 16:00,70.27,64965235
12/7/22 16:00,70.14,59180109
12/8/22 16:00,70.47,56734096
12/9/22 16:00,68.59,59058319
12/12/22 16:00,70.67,60968341
12/13/22 16:00,71.65,72458043
12/14/22 16:00,68.93,67277981
12/15/22 16:00,66.53,58557045
12/16/22 16:00,65.41,62438574
12/19/22 16:00,64.59,46246911
12/20/22 16:00,65.05,52431257
12/21/22 16:00,67.68,44167575
12/22/22 16:00,63.86,73917667
12/23/22 16:00,64.52,45923000
12/27/22 16:00,63.27,36085981
12/28/22 16:00,62.57,39526483
12/29/22 16:00,64.82,41428481
12/30/22 16:00,64.77,37126975
1/3/23 16:00,64.02,46851844
1/4/23 16:00,64.66,47477139
1/5/23 16:00,62.33,46159549
1/6/23 16:00,63.96,70161340
1/9/23 16:00,67.24,69741257
1/10/23 16:00,68.05,41149630
1/11/23 16:00,69.06,44470060
1/12/23 16:00,70.8,70066161
1/13/23 16:00,71,45757358
1/17/23 16:00,71.59,42621340
1/18/23 16:00,70.53,39538725
1/19/23 16:00,67.71,47189852
1/20/23 16:00,70.07,47757593
1/23/23 16:00,76.53,84293199
1/24/23 16:00,74.7,60822606
1/25/23 16:00,74.91,49932595
1/26/23 16:00,75.16,49583948
1/27/23 16:00,75.4,58118610
1/30/23 16:00,72.45,48105243
1/31/23 16:00,75.15,71669107
2/1/23 16:00,84.64,152548240
2/2/23 16:00,88.31,97762091
2/3/23 16:00,86.09,66557818
2/6/23 16:00,83.68,53008890
2/7/23 16:00,85.91,65291914
2/8/23 16:00,84.69,54140448
2/9/23 16:00,83.21,46525397
2/10/23 16:00,81.48,49332598
2/13/23 16:00,83.13,45400008
2/14/23 16:00,85.95,55979653
2/15/23 16:00,85.18,46483152
2/16/23 16:00,80.08,57755166
2/17/23 16:00,78.5,47826602
2/21/23 16:00,76.77,44045643
2/22/23 16:00,76.61,50286804
2/23/23 16:00,79.75,76391342
2/24/23 16:00,78.09,46700007
2/27/23 16:00,78.77,45617297
2/28/23 16:00,78.58,44220135
3/1/23 16:00,78.29,44265984
3/2/23 16:00,80.44,60185875
3/3/23 16:00,81.52,54536217
3/6/23 16:00,81.16,54541281
3/7/23 16:00,82.11,70959009
3/8/23 16:00,85.37,69529838
3/9/23 16:00,84.03,79496691
3/10/23 16:00,82.67,70273562
3/13/23 16:00,82.01,65269120
3/14/23 16:00,87.45,66616320
3/15/23 16:00,89.68,86177424
3/16/23 16:00,96.6,115980649
3/17/23 16:00,97.84,94080842
3/20/23 16:00,96.81,92008949
3/21/23 16:00,95.93,85285333
3/22/23 16:00,97.58,110816317
3/23/23 16:00,100.28,84088899
3/24/23 16:00,97.95,64743698
3/27/23 16:00,96.61,57461354
3/28/23 16:00,94.56,59150100
3/29/23 16:00,96.09,55325974
3/30/23 16:00,97.88,59678531
3/31/23 16:00,98.01,55861066
4/3/23 16:00,96.56,50655332
4/4/23 16:00,95.87,43195876
4/5/23 16:00,92.56,52979281
4/6/23 16:00,92.47,47778378
4/10/23 16:00,95.48,52536324
4/11/23 16:00,94.03,51935800
4/12/23 16:00,92.33,53383124
4/13/23 16:00,92.09,40572482
4/14/23 16:00,91.75,38734794